task,method,seed,metric,value
MAPDN,identity,1102,parameters_group/agents/critic_trainable,55169.0
MAPDN,identity,1103,parameters_actor_total,23298.0
MAPDN,identity,1103,parameters_actor_trainable,23298.0
MAPDN,identity,1103,parameters_communication_total,0.0
MAPDN,identity,1103,parameters_communication_trainable,0.0
MAPDN,identity,1103,parameters_critic_total,55169.0
MAPDN,identity,1103,parameters_critic_trainable,55169.0
MAPDN,identity,1103,parameters_group/agents/actor_total,23298.0
MAPDN,identity,1103,parameters_group/agents/actor_trainable,23298.0
MAPDN,identity,1103,parameters_group/agents/communication_total,0.0
MAPDN,identity,1103,parameters_group/agents/communication_trainable,0.0
MAPDN,identity,1103,parameters_group/agents/critic_total,55169.0
MAPDN,identity,1103,parameters_group/agents/critic_trainable,55169.0
MAPDN,broadcast,1100,parameters_actor_total,31490.0
MAPDN,broadcast,1100,parameters_actor_trainable,31490.0
MAPDN,broadcast,1100,parameters_communication_total,8192.0
MAPDN,broadcast,1100,parameters_communication_trainable,8192.0
MAPDN,broadcast,1100,parameters_critic_total,55169.0
MAPDN,broadcast,1100,parameters_critic_trainable,55169.0
MAPDN,broadcast,1100,parameters_group/agents/actor_total,31490.0
MAPDN,broadcast,1100,parameters_group/agents/actor_trainable,31490.0
MAPDN,broadcast,1100,parameters_group/agents/communication_total,8192.0
MAPDN,broadcast,1100,parameters_group/agents/communication_trainable,8192.0
MAPDN,broadcast,1100,parameters_group/agents/critic_total,55169.0
MAPDN,broadcast,1100,parameters_group/agents/critic_trainable,55169.0
MAPDN,broadcast,1101,parameters_actor_total,31490.0
MAPDN,broadcast,1101,parameters_actor_trainable,31490.0
MAPDN,broadcast,1101,parameters_communication_total,8192.0
MAPDN,broadcast,1101,parameters_communication_trainable,8192.0
MAPDN,broadcast,1101,parameters_critic_total,55169.0
MAPDN,broadcast,1101,parameters_critic_trainable,55169.0
MAPDN,broadcast,1101,parameters_group/agents/actor_total,31490.0
MAPDN,broadcast,1101,parameters_group/agents/actor_trainable,31490.0
MAPDN,broadcast,1101,parameters_group/agents/communication_total,8192.0
MAPDN,broadcast,1101,parameters_group/agents/communication_trainable,8192.0
MAPDN,broadcast,1101,parameters_group/agents/critic_total,55169.0
MAPDN,broadcast,1101,parameters_group/agents/critic_trainable,55169.0
MAPDN,broadcast,1102,parameters_actor_total,31490.0
MAPDN,broadcast,1102,parameters_actor_trainable,31490.0
MAPDN,broadcast,1102,parameters_communication_total,8192.0
MAPDN,broadcast,1102,parameters_communication_trainable,8192.0
MAPDN,broadcast,1102,parameters_critic_total,55169.0
MAPDN,broadcast,1102,parameters_critic_trainable,55169.0
MAPDN,broadcast,1102,parameters_group/agents/actor_total,31490.0
MAPDN,broadcast,1102,parameters_group/agents/actor_trainable,31490.0
MAPDN,broadcast,1102,parameters_group/agents/communication_total,8192.0
MAPDN,broadcast,1102,parameters_group/agents/communication_trainable,8192.0
MAPDN,broadcast,1102,parameters_group/agents/critic_total,55169.0
MAPDN,broadcast,1102,parameters_group/agents/critic_trainable,55169.0
MAPDN,broadcast,1103,parameters_actor_total,31490.0
MAPDN,broadcast,1103,parameters_actor_trainable,31490.0
MAPDN,broadcast,1103,parameters_communication_total,8192.0
MAPDN,broadcast,1103,parameters_communication_trainable,8192.0
MAPDN,broadcast,1103,parameters_critic_total,55169.0
MAPDN,broadcast,1103,parameters_critic_trainable,55169.0
MAPDN,broadcast,1103,parameters_group/agents/actor_total,31490.0
MAPDN,broadcast,1103,parameters_group/agents/actor_trainable,31490.0
MAPDN,broadcast,1103,parameters_group/agents/communication_total,8192.0
MAPDN,broadcast,1103,parameters_group/agents/communication_trainable,8192.0
MAPDN,broadcast,1103,parameters_group/agents/critic_total,55169.0
MAPDN,broadcast,1103,parameters_group/agents/critic_trainable,55169.0
MAPDN,gated,1100,parameters_actor_total,31619.0
MAPDN,gated,1100,parameters_actor_trainable,31619.0
MAPDN,gated,1100,parameters_communication_total,8321.0
MAPDN,gated,1100,parameters_communication_trainable,8321.0
MAPDN,gated,1100,parameters_critic_total,55169.0
MAPDN,gated,1100,parameters_critic_trainable,55169.0
MAPDN,gated,1100,parameters_group/agents/actor_total,31619.0
MAPDN,gated,1100,parameters_group/agents/actor_trainable,31619.0
MAPDN,gated,1100,parameters_group/agents/communication_total,8321.0
MAPDN,gated,1100,parameters_group/agents/communication_trainable,8321.0
MAPDN,gated,1100,parameters_group/agents/critic_total,55169.0
MAPDN,gated,1100,parameters_group/agents/critic_trainable,55169.0
MAPDN,gated,1101,parameters_actor_total,31619.0
MAPDN,gated,1101,parameters_actor_trainable,31619.0
MAPDN,gated,1101,parameters_communication_total,8321.0
MAPDN,gated,1101,parameters_communication_trainable,8321.0
MAPDN,gated,1101,parameters_critic_total,55169.0
MAPDN,gated,1101,parameters_critic_trainable,55169.0
MAPDN,gated,1101,parameters_group/agents/actor_total,31619.0
MAPDN,gated,1101,parameters_group/agents/actor_trainable,31619.0
MAPDN,gated,1101,parameters_group/agents/communication_total,8321.0
MAPDN,gated,1101,parameters_group/agents/communication_trainable,8321.0
MAPDN,gated,1101,parameters_group/agents/critic_total,55169.0
MAPDN,gated,1101,parameters_group/agents/critic_trainable,55169.0
MAPDN,gated,1102,parameters_actor_total,31619.0
MAPDN,gated,1102,parameters_actor_trainable,31619.0
MAPDN,gated,1102,parameters_communication_total,8321.0
MAPDN,gated,1102,parameters_communication_trainable,8321.0
MAPDN,gated,1102,parameters_critic_total,55169.0
MAPDN,gated,1102,parameters_critic_trainable,55169.0
MAPDN,gated,1102,parameters_group/agents/actor_total,31619.0
MAPDN,gated,1102,parameters_group/agents/actor_trainable,31619.0
MAPDN,gated,1102,parameters_group/agents/communication_total,8321.0
MAPDN,gated,1102,parameters_group/agents/communication_trainable,8321.0
MAPDN,gated,1102,parameters_group/agents/critic_total,55169.0
MAPDN,gated,1102,parameters_group/agents/critic_trainable,55169.0
MAPDN,gated,1103,parameters_actor_total,31619.0
MAPDN,gated,1103,parameters_actor_trainable,31619.0
MAPDN,gated,1103,parameters_communication_total,8321.0
MAPDN,gated,1103,parameters_communication_trainable,8321.0
MAPDN,gated,1103,parameters_critic_total,55169.0
MAPDN,gated,1103,parameters_critic_trainable,55169.0
MAPDN,gated,1103,parameters_group/agents/actor_total,31619.0
MAPDN,gated,1103,parameters_group/agents/actor_trainable,31619.0
MAPDN,gated,1103,parameters_group/agents/communication_total,8321.0
MAPDN,gated,1103,parameters_group/agents/communication_trainable,8321.0
MAPDN,gated,1103,parameters_group/agents/critic_total,55169.0
MAPDN,gated,1103,parameters_group/agents/critic_trainable,55169.0
MAPDN,attention,1100,parameters_actor_total,39682.0
MAPDN,attention,1100,parameters_actor_trainable,39682.0
MAPDN,attention,1100,parameters_communication_total,16384.0
MAPDN,attention,1100,parameters_communication_trainable,16384.0
MAPDN,attention,1100,parameters_critic_total,55169.0
MAPDN,attention,1100,parameters_critic_trainable,55169.0
MAPDN,attention,1100,parameters_group/agents/actor_total,39682.0
MAPDN,attention,1100,parameters_group/agents/actor_trainable,39682.0
MAPDN,attention,1100,parameters_group/agents/communication_total,16384.0
MAPDN,attention,1100,parameters_group/agents/communication_trainable,16384.0
MAPDN,attention,1100,parameters_group/agents/critic_total,55169.0
MAPDN,attention,1100,parameters_group/agents/critic_trainable,55169.0
MAPDN,attention,1101,parameters_actor_total,39682.0
MAPDN,attention,1101,parameters_actor_trainable,39682.0
MAPDN,attention,1101,parameters_communication_total,16384.0
MAPDN,attention,1101,parameters_communication_trainable,16384.0
MAPDN,attention,1101,parameters_critic_total,55169.0
MAPDN,attention,1101,parameters_critic_trainable,55169.0
MAPDN,attention,1101,parameters_group/agents/actor_total,39682.0
MAPDN,attention,1101,parameters_group/agents/actor_trainable,39682.0
MAPDN,attention,1101,parameters_group/agents/communication_total,16384.0
MAPDN,attention,1101,parameters_group/agents/communication_trainable,16384.0
MAPDN,attention,1101,parameters_group/agents/critic_total,55169.0
MAPDN,attention,1101,parameters_group/agents/critic_trainable,55169.0
MAPDN,attention,1102,parameters_actor_total,39682.0
MAPDN,attention,1102,parameters_actor_trainable,39682.0
MAPDN,attention,1102,parameters_communication_total,16384.0
MAPDN,attention,1102,parameters_communication_trainable,16384.0
MAPDN,attention,1102,parameters_critic_total,55169.0
MAPDN,attention,1102,parameters_critic_trainable,55169.0
MAPDN,attention,1102,parameters_group/agents/actor_total,39682.0
MAPDN,attention,1102,parameters_group/agents/actor_trainable,39682.0
MAPDN,attention,1102,parameters_group/agents/communication_total,16384.0
MAPDN,attention,1102,parameters_group/agents/communication_trainable,16384.0
MAPDN,attention,1102,parameters_group/agents/critic_total,55169.0
MAPDN,attention,1102,parameters_group/agents/critic_trainable,55169.0
MAPDN,attention,1103,parameters_actor_total,39682.0
MAPDN,attention,1103,parameters_actor_trainable,39682.0
MAPDN,attention,1103,parameters_communication_total,16384.0
MAPDN,attention,1103,parameters_communication_trainable,16384.0
MAPDN,attention,1103,parameters_critic_total,55169.0
MAPDN,attention,1103,parameters_critic_trainable,55169.0
MAPDN,attention,1103,parameters_group/agents/actor_total,39682.0
MAPDN,attention,1103,parameters_group/agents/actor_trainable,39682.0
MAPDN,attention,1103,parameters_group/agents/communication_total,16384.0
MAPDN,attention,1103,parameters_group/agents/communication_trainable,16384.0
MAPDN,attention,1103,parameters_group/agents/critic_total,55169.0
MAPDN,attention,1103,parameters_group/agents/critic_trainable,55169.0
MAPDN,graph,1100,parameters_actor_total,39714.0
MAPDN,graph,1100,parameters_actor_trainable,39714.0
MAPDN,graph,1100,parameters_communication_total,16416.0
MAPDN,graph,1100,parameters_communication_trainable,16416.0
MAPDN,graph,1100,parameters_critic_total,55169.0
MAPDN,graph,1100,parameters_critic_trainable,55169.0
MAPDN,graph,1100,parameters_group/agents/actor_total,39714.0
MAPDN,graph,1100,parameters_group/agents/actor_trainable,39714.0
MAPDN,graph,1100,parameters_group/agents/communication_total,16416.0
MAPDN,graph,1100,parameters_group/agents/communication_trainable,16416.0
MAPDN,graph,1100,parameters_group/agents/critic_total,55169.0
MAPDN,graph,1100,parameters_group/agents/critic_trainable,55169.0
MAPDN,graph,1101,parameters_actor_total,39714.0
MAPDN,graph,1101,parameters_actor_trainable,39714.0
MAPDN,graph,1101,parameters_communication_total,16416.0
MAPDN,graph,1101,parameters_communication_trainable,16416.0
MAPDN,graph,1101,parameters_critic_total,55169.0
MAPDN,graph,1101,parameters_critic_trainable,55169.0
MAPDN,graph,1101,parameters_group/agents/actor_total,39714.0
MAPDN,graph,1101,parameters_group/agents/actor_trainable,39714.0
MAPDN,graph,1101,parameters_group/agents/communication_total,16416.0
MAPDN,graph,1101,parameters_group/agents/communication_trainable,16416.0
MAPDN,graph,1101,parameters_group/agents/critic_total,55169.0
MAPDN,graph,1101,parameters_group/agents/critic_trainable,55169.0
MAPDN,graph,1102,parameters_actor_total,39714.0
MAPDN,graph,1102,parameters_actor_trainable,39714.0
MAPDN,graph,1102,parameters_communication_total,16416.0
MAPDN,graph,1102,parameters_communication_trainable,16416.0
MAPDN,graph,1102,parameters_critic_total,55169.0
MAPDN,graph,1102,parameters_critic_trainable,55169.0
MAPDN,graph,1102,parameters_group/agents/actor_total,39714.0
MAPDN,graph,1102,parameters_group/agents/actor_trainable,39714.0
MAPDN,graph,1102,parameters_group/agents/communication_total,16416.0
MAPDN,graph,1102,parameters_group/agents/communication_trainable,16416.0
MAPDN,graph,1102,parameters_group/agents/critic_total,55169.0
MAPDN,graph,1102,parameters_group/agents/critic_trainable,55169.0
MAPDN,graph,1103,parameters_actor_total,39714.0
MAPDN,graph,1103,parameters_actor_trainable,39714.0
MAPDN,graph,1103,parameters_communication_total,16416.0
MAPDN,graph,1103,parameters_communication_trainable,16416.0
MAPDN,graph,1103,parameters_critic_total,55169.0
MAPDN,graph,1103,parameters_critic_trainable,55169.0
MAPDN,graph,1103,parameters_group/agents/actor_total,39714.0
MAPDN,graph,1103,parameters_group/agents/actor_trainable,39714.0
MAPDN,graph,1103,parameters_group/agents/communication_total,16416.0
MAPDN,graph,1103,parameters_group/agents/communication_trainable,16416.0
MAPDN,graph,1103,parameters_group/agents/critic_total,55169.0
MAPDN,graph,1103,parameters_group/agents/critic_trainable,55169.0
