task,method,seed,phase,group,metric,value
PCP,identity,1100,collection,adversary,health_transition_count,6000.0
PCP,identity,1100,collection,adversary,loc_scalar_count,36000.0
PCP,identity,1100,collection,adversary,loc_finite_fraction,1.0
PCP,identity,1100,collection,adversary,loc_mean,0.0040624318644404
PCP,identity,1100,collection,adversary,loc_std,0.6274312138557434
PCP,identity,1100,collection,adversary,loc_min,-2.2953052520751953
PCP,identity,1100,collection,adversary,loc_max,2.844670295715332
PCP,identity,1100,collection,adversary,loc_q01,-1.5319195985794067
PCP,identity,1100,collection,adversary,loc_q50,0.0286095775663852
PCP,identity,1100,collection,adversary,loc_q99,1.5611472129821775
PCP,identity,1100,collection,adversary,scale_scalar_count,36000.0
PCP,identity,1100,collection,adversary,scale_finite_fraction,1.0
PCP,identity,1100,collection,adversary,scale_mean,0.3361389935016632
PCP,identity,1100,collection,adversary,scale_std,0.1612269282341003
PCP,identity,1100,collection,adversary,scale_min,0.0674130693078041
PCP,identity,1100,collection,adversary,scale_max,0.8996995687484741
PCP,identity,1100,collection,adversary,scale_q01,0.0978181734681129
PCP,identity,1100,collection,adversary,scale_q50,0.2980855107307434
PCP,identity,1100,collection,adversary,scale_q99,0.7199116945266724
PCP,identity,1100,collection,adversary,action_scalar_count,36000.0
PCP,identity,1100,collection,adversary,action_finite_fraction,1.0
PCP,identity,1100,collection,adversary,action_mean,0.008790336549282
PCP,identity,1100,collection,adversary,action_std,0.5323188900947571
PCP,identity,1100,collection,adversary,action_min,-0.9974796772003174
PCP,identity,1100,collection,adversary,action_max,0.9965152740478516
PCP,identity,1100,collection,adversary,action_q01,-0.9441038966178894
PCP,identity,1100,collection,adversary,action_q50,0.0206979922950267
PCP,identity,1100,collection,adversary,action_q99,0.9269837737083436
PCP,identity,1100,collection,adversary,action_saturated_fraction,0.0
PCP,identity,1100,collection,adversary,comm_message_dim,0.0
PCP,identity,1100,collection,adversary,comm_message_bits_per_sender,0.0
PCP,identity,1100,collection,adversary,comm_active_sender_fraction,0.0
PCP,identity,1100,collection,adversary,comm_active_edge_fraction,0.0
PCP,identity,1100,collection,adversary,comm_mean_message_norm,0.0
PCP,identity,1100,collection,adversary,comm_max_message_norm,0.0
PCP,identity,1100,collection,adversary,comm_communication_rounds,0.0
PCP,identity,1100,collection,adversary,comm_messages_per_step,0.0
PCP,identity,1100,collection,adversary,comm_active_edges_per_step,0.0
PCP,identity,1100,collection,adversary,comm_nominal_messages_per_step,0.0
PCP,identity,1100,collection,adversary,comm_potential_edges_per_step,0.0
PCP,identity,1100,collection,adversary,comm_realized_sender_scalars_per_step,0.0
PCP,identity,1100,collection,adversary,comm_realized_sender_bits_per_step,0.0
PCP,identity,1100,collection,adversary,comm_nominal_sender_scalars_per_step,0.0
PCP,identity,1100,collection,adversary,comm_nominal_sender_bits_per_step,0.0
PCP,identity,1100,collection,adversary,comm_realized_scalar_transmissions_per_step,0.0
PCP,identity,1100,collection,adversary,comm_realized_bits_per_step,0.0
PCP,identity,1100,collection,adversary,comm_nominal_scalar_transmissions_per_step,0.0
PCP,identity,1100,collection,adversary,comm_nominal_bits_per_step,0.0
PCP,identity,1100,collection,adversary,comm_encoder_norm_mean,3.355413165198432
PCP,identity,1100,collection,adversary,comm_contribution_norm_mean,0.0
PCP,identity,1100,collection,adversary,comm_zero_encoder_fraction,0.0
PCP,identity,1100,collection,adversary,comm_contribution_to_encoder_norm_ratio,0.0
PCP,identity,1100,collection,adversary,comm_transition_count,6000.0
PCP,identity,1100,collection,adversary,comm_agent_transition_count,18000.0
PCP,identity,1100,collection,adversary,comm_contribution_to_encoder_norm_ratio_count,18000.0
PCP,identity,1100,collection,adversary,replay_log_prob_max_abs_error,2.6226043701171875e-06
PCP,identity,1100,collection,adversary,replay_log_prob_scalar_count,18000.0
PCP,identity,1100,collection,adversary,replay_transition_count,6000.0
PCP,identity,1100,collection,adversary,replay_batched_log_prob_max_abs_error,2.6226043701171875e-06
PCP,identity,1100,collection,adversary,replay_batched_log_prob_max_tolerance_ratio,0.1338514685630798
PCP,identity,1100,collection,adversary,replay_accepted_log_prob_max_tolerance_ratio,0.1338514685630798
PCP,identity,1100,collection,adversary,replay_collection_shape_fallback_count,0.0
PCP,identity,1100,collection,adversary,replay_collection_shape_fallback_slices,0.0
PCP,identity,1100,collection,agent,health_transition_count,6000.0
PCP,identity,1100,collection,agent,loc_scalar_count,12000.0
PCP,identity,1100,collection,agent,loc_finite_fraction,1.0
PCP,identity,1100,collection,agent,loc_mean,0.0285346172749996
PCP,identity,1100,collection,agent,loc_std,0.1033237352967262
PCP,identity,1100,collection,agent,loc_min,-0.2632889449596405
PCP,identity,1100,collection,agent,loc_max,0.3777898252010345
PCP,identity,1100,collection,agent,loc_q01,-0.2146104574203491
PCP,identity,1100,collection,agent,loc_q50,0.0137320160865783
PCP,identity,1100,collection,agent,loc_q99,0.2860205173492431
PCP,identity,1100,collection,agent,scale_scalar_count,12000.0
PCP,identity,1100,collection,agent,scale_finite_fraction,1.0
PCP,identity,1100,collection,agent,scale_mean,0.9812713265419006
PCP,identity,1100,collection,agent,scale_std,0.1317002028226852
PCP,identity,1100,collection,agent,scale_min,0.7355219125747681
PCP,identity,1100,collection,agent,scale_max,1.3436400890350342
PCP,identity,1100,collection,agent,scale_q01,0.7815364003181458
PCP,identity,1100,collection,agent,scale_q50,0.9483455419540404
PCP,identity,1100,collection,agent,scale_q99,1.2767049074172974
PCP,identity,1100,collection,agent,action_scalar_count,12000.0
PCP,identity,1100,collection,agent,action_finite_fraction,1.0
PCP,identity,1100,collection,agent,action_mean,0.0131292650476098
PCP,identity,1100,collection,agent,action_std,0.626063346862793
PCP,identity,1100,collection,agent,action_min,-0.9997206926345824
PCP,identity,1100,collection,agent,action_max,0.999131679534912
PCP,identity,1100,collection,agent,action_q01,-0.9821273684501648
PCP,identity,1100,collection,agent,action_q50,0.0164518952369689
PCP,identity,1100,collection,agent,action_q99,0.9842339158058168
PCP,identity,1100,collection,agent,action_saturated_fraction,0.0003333333297632
PCP,identity,1100,collection,agent,replay_log_prob_max_abs_error,1.9073486328125e-06
PCP,identity,1100,collection,agent,replay_log_prob_scalar_count,6000.0
PCP,identity,1100,collection,agent,replay_transition_count,6000.0
PCP,identity,1100,collection,agent,replay_batched_log_prob_max_abs_error,1.9073486328125e-06
PCP,identity,1100,collection,agent,replay_batched_log_prob_max_tolerance_ratio,0.1458154320716858
PCP,identity,1100,collection,agent,replay_accepted_log_prob_max_tolerance_ratio,0.1458154320716858
PCP,identity,1100,collection,agent,replay_collection_shape_fallback_count,0.0
PCP,identity,1100,collection,agent,replay_collection_shape_fallback_slices,0.0
PCP,identity,1100,collection,,wall_time_seconds,1652.1977947112173
PCP,identity,1100,collection,,return_mean,460.6666564941406
PCP,identity,1100,collection,,comm_message_dim,0.0
PCP,identity,1100,collection,,comm_message_bits_per_sender,0.0
PCP,identity,1100,collection,,comm_active_sender_fraction,0.0
PCP,identity,1100,collection,,comm_active_edge_fraction,0.0
PCP,identity,1100,collection,,comm_mean_message_norm,0.0
PCP,identity,1100,collection,,comm_max_message_norm,0.0
PCP,identity,1100,collection,,comm_communication_rounds,0.0
PCP,identity,1100,collection,,comm_messages_per_step,0.0
PCP,identity,1100,collection,,comm_active_edges_per_step,0.0
PCP,identity,1100,collection,,comm_nominal_messages_per_step,0.0
PCP,identity,1100,collection,,comm_potential_edges_per_step,0.0
PCP,identity,1100,collection,,comm_realized_sender_scalars_per_step,0.0
PCP,identity,1100,collection,,comm_realized_sender_bits_per_step,0.0
PCP,identity,1100,collection,,comm_nominal_sender_scalars_per_step,0.0
PCP,identity,1100,collection,,comm_nominal_sender_bits_per_step,0.0
PCP,identity,1100,collection,,comm_realized_scalar_transmissions_per_step,0.0
PCP,identity,1100,collection,,comm_realized_bits_per_step,0.0
PCP,identity,1100,collection,,comm_nominal_scalar_transmissions_per_step,0.0
PCP,identity,1100,collection,,comm_nominal_bits_per_step,0.0
PCP,identity,1100,collection,,comm_encoder_norm_mean,3.355413165198432
PCP,identity,1100,collection,,comm_contribution_norm_mean,0.0
PCP,identity,1100,collection,,comm_zero_encoder_fraction,0.0
PCP,identity,1100,collection,,comm_contribution_to_encoder_norm_ratio,0.0
PCP,identity,1100,collection,,comm_transition_count,6000.0
PCP,identity,1100,collection,,comm_agent_transition_count,18000.0
PCP,identity,1100,collection,,comm_contribution_to_encoder_norm_ratio_count,18000.0
PCP,identity,1100,collection,adversary,return_mean,460.6666564941406
PCP,identity,1100,collection,agent,return_mean,-460.6666564941406
PCP,identity,1100,collection_domain,adversary,expected_predator_reward_mean,4.6066666666666665
PCP,identity,1100,collection_domain,adversary,contact_pairs_mean,0.4606666666666666
PCP,identity,1100,collection_domain,adversary,any_contact_mean,0.3635
PCP,identity,1100,collection_domain,adversary,simultaneous_contact_mean,0.0956666666666666
PCP,identity,1100,collection_domain,adversary,contacting_predators_mean,0.4606666666666666
PCP,identity,1100,collection_domain,adversary,nearest_predator_prey_distance_mean,0.2435952675230801
PCP,identity,1100,collection_domain,adversary,mean_predator_nearest_prey_distance_mean,0.6442911293891569
PCP,identity,1100,collection_domain,adversary,predator_boundary_fraction_mean,0.3966666744748751
PCP,identity,1100,collection_domain,adversary,prey_boundary_fraction_mean,0.375
PCP,identity,1100,collection_domain,adversary,predator_obstacle_collision_pairs_mean,0.1051666666666666
PCP,identity,1100,collection_domain,adversary,predator_teammate_collision_pairs_mean,0.2005
PCP,identity,1100,collection_domain,adversary,sender_visible_receiver_blind_pairs_mean,1.0653333333333332
PCP,identity,1100,collection_domain,adversary,sender_visible_receiver_blind_prey_triples_mean,1.0653333333333332
PCP,identity,1100,collection_domain,adversary,prey_visible_to_0_predators_mean,0.0648333333333333
PCP,identity,1100,collection_domain,adversary,prey_visible_to_1_predators_mean,0.184
PCP,identity,1100,collection_domain,adversary,prey_visible_to_2_predators_mean,0.3486666666666667
PCP,identity,1100,collection_domain,adversary,prey_visible_to_3_predators_mean,0.4025
PCP,identity,1100,collection_domain,adversary,predator_reward_mean,4.6066666666666665
PCP,identity,1100,collection_domain,adversary,transition_count,6000.0
PCP,identity,1100,collection_domain,adversary,reward_accounting_max_abs_error,0.0
PCP,identity,1100,training,adversary,loss_objective,-13.337396621704102
PCP,identity,1100,training,adversary,clip_fraction,0.0279111098498106
PCP,identity,1100,training,adversary,kl_approx,0.0023929325398057
PCP,identity,1100,training,adversary,entropy,-0.4881086349487304
PCP,identity,1100,training,adversary,loss_entropy,0.0488108620047569
PCP,identity,1100,training,adversary,loss_critic,1127.8265380859375
PCP,identity,1100,training,adversary,explained_variance,0.1570713967084884
PCP,identity,1100,training,adversary,ESS,0.99423748254776
PCP,identity,1100,training,adversary,grad_norm_loss_objective,51.36249542236328
PCP,identity,1100,training,adversary,grad_norm_loss_critic,300.1123962402344
PCP,identity,1100,training,adversary,comm_message_dim,0.0
PCP,identity,1100,training,adversary,comm_message_bits_per_sender,0.0
PCP,identity,1100,training,adversary,comm_active_sender_fraction,0.0
PCP,identity,1100,training,adversary,comm_active_edge_fraction,0.0
PCP,identity,1100,training,adversary,comm_mean_message_norm,0.0
PCP,identity,1100,training,adversary,comm_max_message_norm,0.0
PCP,identity,1100,training,adversary,comm_communication_rounds,0.0
PCP,identity,1100,training,adversary,comm_messages_per_step,0.0
PCP,identity,1100,training,adversary,comm_active_edges_per_step,0.0
PCP,identity,1100,training,adversary,comm_nominal_messages_per_step,0.0
PCP,identity,1100,training,adversary,comm_potential_edges_per_step,0.0
PCP,identity,1100,training,adversary,comm_realized_sender_scalars_per_step,0.0
PCP,identity,1100,training,adversary,comm_realized_sender_bits_per_step,0.0
PCP,identity,1100,training,adversary,comm_nominal_sender_scalars_per_step,0.0
PCP,identity,1100,training,adversary,comm_nominal_sender_bits_per_step,0.0
PCP,identity,1100,training,adversary,comm_realized_scalar_transmissions_per_step,0.0
PCP,identity,1100,training,adversary,comm_realized_bits_per_step,0.0
PCP,identity,1100,training,adversary,comm_nominal_scalar_transmissions_per_step,0.0
PCP,identity,1100,training,adversary,comm_nominal_bits_per_step,0.0
PCP,identity,1100,training,adversary,comm_encoder_norm_mean,3.362332344055176
PCP,identity,1100,training,adversary,comm_contribution_norm_mean,0.0
PCP,identity,1100,training,adversary,comm_zero_encoder_fraction,0.0
PCP,identity,1100,training,adversary,comm_contribution_to_encoder_norm_ratio,0.0
PCP,identity,1100,training,adversary,comm_transition_count,60000.0
PCP,identity,1100,training,adversary,comm_agent_transition_count,180000.0
PCP,identity,1100,training,adversary,comm_contribution_to_encoder_norm_ratio_count,180000.0
PCP,identity,1100,training,adversary,optimization_transition_count,60000.0
PCP,identity,1100,training,adversary,value_target_scalar_count,180000.0
PCP,identity,1100,training,adversary,value_target_finite_fraction,1.0
PCP,identity,1100,training,adversary,value_target_mean,69.26789093017578
PCP,identity,1100,training,adversary,value_target_std,33.723876953125
PCP,identity,1100,training,adversary,value_target_min,2.913851737976074
PCP,identity,1100,training,adversary,value_target_max,176.67169189453125
PCP,identity,1100,training,adversary,advantage_scalar_count,180000.0
PCP,identity,1100,training,adversary,advantage_finite_fraction,1.0
PCP,identity,1100,training,adversary,advantage_mean,13.282111167907717
PCP,identity,1100,training,adversary,advantage_std,31.156251907348633
PCP,identity,1100,training,adversary,advantage_min,-21.650861740112305
PCP,identity,1100,training,adversary,advantage_max,118.38169860839844
PCP,identity,1100,training,adversary,state_value_scalar_count,180000.0
PCP,identity,1100,training,adversary,state_value_finite_fraction,1.0
PCP,identity,1100,training,adversary,state_value_mean,55.98579025268555
PCP,identity,1100,training,adversary,state_value_std,8.770289421081543
PCP,identity,1100,training,adversary,state_value_min,2.1865909099578857
PCP,identity,1100,training,adversary,state_value_max,59.30244064331055
PCP,identity,1100,training,adversary,wall_time_seconds,1654.136958833784
PCP,identity,1100,training,agent,loss_objective,30.05557632446289
PCP,identity,1100,training,agent,clip_fraction,0.0
PCP,identity,1100,training,agent,kl_approx,0.0002841736422851
PCP,identity,1100,training,agent,entropy,1.3069519996643066
PCP,identity,1100,training,agent,loss_entropy,-0.1306952089071273
PCP,identity,1100,training,agent,loss_critic,1916.83984375
PCP,identity,1100,training,agent,explained_variance,0.0036209980025887
PCP,identity,1100,training,agent,ESS,0.9999641180038452
PCP,identity,1100,training,agent,grad_norm_loss_objective,8.196610450744629
PCP,identity,1100,training,agent,grad_norm_loss_critic,146.70602416992188
PCP,identity,1100,training,agent,optimization_transition_count,60000.0
PCP,identity,1100,training,agent,value_target_scalar_count,60000.0
PCP,identity,1100,training,agent,value_target_finite_fraction,1.0
PCP,identity,1100,training,agent,value_target_mean,-34.260555267333984
PCP,identity,1100,training,agent,value_target_std,31.9226016998291
PCP,identity,1100,training,agent,value_target_min,-141.25531005859375
PCP,identity,1100,training,agent,value_target_max,-1.2144174575805664
PCP,identity,1100,training,agent,advantage_scalar_count,60000.0
PCP,identity,1100,training,agent,advantage_finite_fraction,1.0
PCP,identity,1100,training,agent,advantage_mean,-30.070537567138672
PCP,identity,1100,training,agent,advantage_std,31.876890182495117
PCP,identity,1100,training,agent,advantage_min,-136.63328552246094
PCP,identity,1100,training,agent,advantage_max,2.1397910118103027
PCP,identity,1100,training,agent,state_value_scalar_count,60000.0
PCP,identity,1100,training,agent,state_value_finite_fraction,1.0
PCP,identity,1100,training,agent,state_value_mean,-4.1900200843811035
PCP,identity,1100,training,agent,state_value_std,1.0838550329208374
PCP,identity,1100,training,agent,state_value_min,-6.133603096008301
PCP,identity,1100,training,agent,state_value_max,-0.0879945158958435
PCP,identity,1100,training,agent,wall_time_seconds,1655.2697488646954
PCP,identity,1100,evaluation,adversary,health_transition_count,12800.0
PCP,identity,1100,evaluation,adversary,loc_scalar_count,76800.0
PCP,identity,1100,evaluation,adversary,loc_finite_fraction,1.0
PCP,identity,1100,evaluation,adversary,loc_mean,0.0320468768477439
PCP,identity,1100,evaluation,adversary,loc_std,0.6326059699058533
PCP,identity,1100,evaluation,adversary,loc_min,-2.8652007579803467
PCP,identity,1100,evaluation,adversary,loc_max,2.65621018409729
PCP,identity,1100,evaluation,adversary,loc_q01,-1.5667293071746826
PCP,identity,1100,evaluation,adversary,loc_q50,0.0484107285737991
PCP,identity,1100,evaluation,adversary,loc_q99,1.6046713590621948
PCP,identity,1100,evaluation,adversary,scale_scalar_count,76800.0
PCP,identity,1100,evaluation,adversary,scale_finite_fraction,1.0
PCP,identity,1100,evaluation,adversary,scale_mean,0.3226341009140014
PCP,identity,1100,evaluation,adversary,scale_std,0.164828360080719
PCP,identity,1100,evaluation,adversary,scale_min,0.0580775141716003
PCP,identity,1100,evaluation,adversary,scale_max,1.1173056364059448
PCP,identity,1100,evaluation,adversary,scale_q01,0.0850434675812721
PCP,identity,1100,evaluation,adversary,scale_q50,0.281983345746994
PCP,identity,1100,evaluation,adversary,scale_q99,0.7009957432746887
PCP,identity,1100,evaluation,adversary,action_scalar_count,76800.0
PCP,identity,1100,evaluation,adversary,action_finite_fraction,1.0
PCP,identity,1100,evaluation,adversary,action_mean,0.0284186750650405
PCP,identity,1100,evaluation,adversary,action_std,0.4676603674888611
PCP,identity,1100,evaluation,adversary,action_min,-0.9935294389724731
PCP,identity,1100,evaluation,adversary,action_max,0.9901884198188782
PCP,identity,1100,evaluation,adversary,action_q01,-0.9165039658546448
PCP,identity,1100,evaluation,adversary,action_q50,0.0483729466795921
PCP,identity,1100,evaluation,adversary,action_q99,0.9223687052726746
PCP,identity,1100,evaluation,adversary,action_saturated_fraction,0.0
PCP,identity,1100,evaluation,adversary,comm_message_dim,0.0
PCP,identity,1100,evaluation,adversary,comm_message_bits_per_sender,0.0
PCP,identity,1100,evaluation,adversary,comm_active_sender_fraction,0.0
PCP,identity,1100,evaluation,adversary,comm_active_edge_fraction,0.0
PCP,identity,1100,evaluation,adversary,comm_mean_message_norm,0.0
PCP,identity,1100,evaluation,adversary,comm_max_message_norm,0.0
PCP,identity,1100,evaluation,adversary,comm_communication_rounds,0.0
PCP,identity,1100,evaluation,adversary,comm_messages_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_active_edges_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_nominal_messages_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_potential_edges_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_realized_sender_scalars_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_realized_sender_bits_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_nominal_sender_scalars_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_nominal_sender_bits_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_realized_scalar_transmissions_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_realized_bits_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_nominal_scalar_transmissions_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_nominal_bits_per_step,0.0
PCP,identity,1100,evaluation,adversary,comm_encoder_norm_mean,3.405261732737223
PCP,identity,1100,evaluation,adversary,comm_contribution_norm_mean,0.0
PCP,identity,1100,evaluation,adversary,comm_zero_encoder_fraction,0.0
PCP,identity,1100,evaluation,adversary,comm_contribution_to_encoder_norm_ratio,0.0
PCP,identity,1100,evaluation,adversary,comm_transition_count,12800.0
PCP,identity,1100,evaluation,adversary,comm_agent_transition_count,38400.0
PCP,identity,1100,evaluation,adversary,comm_contribution_to_encoder_norm_ratio_count,38400.0
PCP,identity,1100,evaluation,agent,health_transition_count,12800.0
PCP,identity,1100,evaluation,agent,loc_scalar_count,25600.0
PCP,identity,1100,evaluation,agent,loc_finite_fraction,1.0
PCP,identity,1100,evaluation,agent,loc_mean,0.0400753729045391
PCP,identity,1100,evaluation,agent,loc_std,0.1064558550715446
PCP,identity,1100,evaluation,agent,loc_min,-0.2487098276615142
PCP,identity,1100,evaluation,agent,loc_max,0.3733010590076446
PCP,identity,1100,evaluation,agent,loc_q01,-0.15252186357975
PCP,identity,1100,evaluation,agent,loc_q50,0.0232043527066707
PCP,identity,1100,evaluation,agent,loc_q99,0.3121024072170257
PCP,identity,1100,evaluation,agent,scale_scalar_count,25600.0
PCP,identity,1100,evaluation,agent,scale_finite_fraction,1.0
PCP,identity,1100,evaluation,agent,scale_mean,0.9841978549957277
PCP,identity,1100,evaluation,agent,scale_std,0.1337096244096756
PCP,identity,1100,evaluation,agent,scale_min,0.7222961783409119
PCP,identity,1100,evaluation,agent,scale_max,1.3789112567901611
PCP,identity,1100,evaluation,agent,scale_q01,0.7814654111862183
PCP,identity,1100,evaluation,agent,scale_q50,0.9462361335754396
PCP,identity,1100,evaluation,agent,scale_q99,1.2844207286834717
PCP,identity,1100,evaluation,agent,action_scalar_count,25600.0
PCP,identity,1100,evaluation,agent,action_finite_fraction,1.0
PCP,identity,1100,evaluation,agent,action_mean,0.0393848232924938
PCP,identity,1100,evaluation,agent,action_std,0.104896955192089
PCP,identity,1100,evaluation,agent,action_min,-0.2437054961919784
PCP,identity,1100,evaluation,agent,action_max,0.3568757474422455
PCP,identity,1100,evaluation,agent,action_q01,-0.1513500660657882
PCP,identity,1100,evaluation,agent,action_q50,0.023200187832117
PCP,identity,1100,evaluation,agent,action_q99,0.3023485243320465
PCP,identity,1100,evaluation,agent,action_saturated_fraction,0.0
PCP,identity,1100,evaluation,,return_mean,500.0
PCP,identity,1100,evaluation,,return_min,0.0
PCP,identity,1100,evaluation,,return_max,1760.0
PCP,identity,1100,evaluation,,episode_length_mean,100.0
PCP,identity,1100,evaluation,,wall_time_seconds,1658.0453967433425
PCP,identity,1100,evaluation,,comm_message_dim,0.0
PCP,identity,1100,evaluation,,comm_message_bits_per_sender,0.0
PCP,identity,1100,evaluation,,comm_active_sender_fraction,0.0
PCP,identity,1100,evaluation,,comm_active_edge_fraction,0.0
PCP,identity,1100,evaluation,,comm_mean_message_norm,0.0
PCP,identity,1100,evaluation,,comm_max_message_norm,0.0
PCP,identity,1100,evaluation,,comm_communication_rounds,0.0
PCP,identity,1100,evaluation,,comm_messages_per_step,0.0
PCP,identity,1100,evaluation,,comm_active_edges_per_step,0.0
PCP,identity,1100,evaluation,,comm_nominal_messages_per_step,0.0
PCP,identity,1100,evaluation,,comm_potential_edges_per_step,0.0
PCP,identity,1100,evaluation,,comm_realized_sender_scalars_per_step,0.0
PCP,identity,1100,evaluation,,comm_realized_sender_bits_per_step,0.0
PCP,identity,1100,evaluation,,comm_nominal_sender_scalars_per_step,0.0
PCP,identity,1100,evaluation,,comm_nominal_sender_bits_per_step,0.0
PCP,identity,1100,evaluation,,comm_realized_scalar_transmissions_per_step,0.0
PCP,identity,1100,evaluation,,comm_realized_bits_per_step,0.0
PCP,identity,1100,evaluation,,comm_nominal_scalar_transmissions_per_step,0.0
PCP,identity,1100,evaluation,,comm_nominal_bits_per_step,0.0
PCP,identity,1100,evaluation,,comm_encoder_norm_mean,3.405261732737223
PCP,identity,1100,evaluation,,comm_contribution_norm_mean,0.0
PCP,identity,1100,evaluation,,comm_zero_encoder_fraction,0.0
PCP,identity,1100,evaluation,,comm_contribution_to_encoder_norm_ratio,0.0
PCP,identity,1100,evaluation,,comm_transition_count,12800.0
PCP,identity,1100,evaluation,,comm_agent_transition_count,38400.0
PCP,identity,1100,evaluation,,comm_contribution_to_encoder_norm_ratio_count,38400.0
PCP,identity,1100,evaluation,adversary,return_mean,500.0
PCP,identity,1100,evaluation,agent,return_mean,-500.0
PCP,identity,1100,evaluation_domain,adversary,episode_steps,100.0
PCP,identity,1100,evaluation_domain,adversary,complete,1.0
PCP,identity,1100,evaluation_domain,adversary,terminated,0.0
PCP,identity,1100,evaluation_domain,adversary,truncated,1.0
PCP,identity,1100,evaluation_domain,adversary,return,500.0
PCP,identity,1100,evaluation_domain,adversary,any_contact,0.9296875
PCP,identity,1100,evaluation_domain,adversary,first_contact_observed,0.9296875
PCP,identity,1100,evaluation_domain,adversary,first_contact_step_or_horizon,18.9921875
PCP,identity,1100,evaluation_domain,adversary,contact_duration_steps,38.6953125
PCP,identity,1100,evaluation_domain,adversary,contact_pair_steps,50.0
PCP,identity,1100,evaluation_domain,adversary,simultaneous_contact_steps,10.109375
PCP,identity,1100,evaluation_domain,adversary,any_simultaneous_contact,0.734375
PCP,identity,1100,evaluation_domain,adversary,contacting_predators_mean,0.5
PCP,identity,1100,evaluation_domain,adversary,contacting_predators_max,1.8671875
PCP,identity,1100,evaluation_domain,adversary,nearest_predator_prey_distance_mean,0.2639228984888177
PCP,identity,1100,evaluation_domain,adversary,nearest_predator_prey_distance_min,0.1831472402554936
PCP,identity,1100,evaluation_domain,adversary,mean_predator_nearest_prey_distance,0.6393457818322349
PCP,identity,1100,evaluation_domain,adversary,predator_boundary_fraction,0.3674739656038582
PCP,identity,1100,evaluation_domain,adversary,prey_boundary_fraction,0.3296875
PCP,identity,1100,evaluation_domain,adversary,predator_obstacle_collision_pair_steps,10.5625
PCP,identity,1100,evaluation_domain,adversary,predator_teammate_collision_pair_steps,22.0546875
PCP,identity,1100,evaluation_domain,adversary,sender_visible_receiver_blind_pairs_mean,0.9478125
PCP,identity,1100,evaluation_domain,adversary,sender_visible_receiver_blind_prey_triples_mean,0.9478125
PCP,identity,1100,evaluation_domain,adversary,reward_accounting_max_abs_error,0.0
PCP,identity,1100,evaluation_domain,adversary,prey_visible_to_0_predators_mean,0.082421875
PCP,identity,1100,evaluation_domain,adversary,prey_visible_to_1_predators_mean,0.209765625
PCP,identity,1100,evaluation_domain,adversary,prey_visible_to_2_predators_mean,0.264140625
PCP,identity,1100,evaluation_domain,adversary,prey_visible_to_3_predators_mean,0.443671875
PCP,identity,1100,evaluation_domain,adversary,episode_count,128.0
PCP,identity,1100,evaluation_domain,adversary,complete_episodes,128.0
PCP,identity,1100,evaluation_domain,adversary,transition_count,12800.0
PCP,identity,1100,evaluation_domain,adversary,contact_episode_count,119.0
PCP,identity,1100,evaluation_domain,adversary,first_contact_step_conditional_mean,12.865546218487395
PCP,identity,1101,collection,adversary,health_transition_count,6000.0
PCP,identity,1101,collection,adversary,loc_scalar_count,36000.0
PCP,identity,1101,collection,adversary,loc_finite_fraction,1.0
PCP,identity,1101,collection,adversary,loc_mean,-0.0803268551826477
PCP,identity,1101,collection,adversary,loc_std,0.2485963553190231
PCP,identity,1101,collection,adversary,loc_min,-1.77712082862854
PCP,identity,1101,collection,adversary,loc_max,1.185803771018982
PCP,identity,1101,collection,adversary,loc_q01,-0.8762040138244629
PCP,identity,1101,collection,adversary,loc_q50,-0.0633726641535759
PCP,identity,1101,collection,adversary,loc_q99,0.4637483060359955
PCP,identity,1101,collection,adversary,scale_scalar_count,36000.0
PCP,identity,1101,collection,adversary,scale_finite_fraction,1.0
PCP,identity,1101,collection,adversary,scale_mean,0.8146251440048218
PCP,identity,1101,collection,adversary,scale_std,0.1256586611270904
PCP,identity,1101,collection,adversary,scale_min,0.3134028315544128
PCP,identity,1101,collection,adversary,scale_max,1.1959456205368042
PCP,identity,1101,collection,adversary,scale_q01,0.4542672038078308
PCP,identity,1101,collection,adversary,scale_q50,0.8266590237617493
PCP,identity,1101,collection,adversary,scale_q99,1.057256817817688
PCP,identity,1101,collection,adversary,action_scalar_count,36000.0
PCP,identity,1101,collection,adversary,action_finite_fraction,1.0
PCP,identity,1101,collection,adversary,action_mean,-0.0556669980287551
PCP,identity,1101,collection,adversary,action_std,0.5803163051605225
PCP,identity,1101,collection,adversary,action_min,-0.9987146258354188
PCP,identity,1101,collection,adversary,action_max,0.9990477561950684
PCP,identity,1101,collection,adversary,action_q01,-0.9671006202697754
PCP,identity,1101,collection,adversary,action_q50,-0.0909313634037971
PCP,identity,1101,collection,adversary,action_q99,0.9622742533683776
PCP,identity,1101,collection,adversary,action_saturated_fraction,2.7777778086601757e-05
