frames,method,mean,std,completed_seeds,expected_seeds
256,identity,0.12774977833032605,0.024961821842281254,3,5
8192,identity,0.06364376160005723,0.07651436984543458,3,5
16384,identity,0.0277460801104704,0.015263378110028964,3,5
24576,identity,0.0281132441014051,0.011624539694980536,3,5
32768,identity,0.03330903189877663,0.012473771637978134,3,5
40960,identity,0.0371761557956536,0.007778997852568313,3,5
49152,identity,0.029951715221007633,0.00518648850544751,3,5
57344,identity,0.02893210512896373,0.0012496262384327076,3,5
65536,identity,0.027928341180086098,3.573362593791121e-05,3,5
73728,identity,0.028910972798864,0.0013153674955922318,3,5
81920,identity,0.0287630495925744,0.001945452245415368,3,5
90112,identity,0.03166867606341837,0.003341983892686255,3,5
98304,identity,0.0301207682738701,0.0039591000364087,3,5
106496,identity,0.02717816332976017,0.00015454384855274021,3,5
114688,identity,0.026372512181599864,0.00039231912581810075,3,5
122880,identity,0.028834370275338434,0.0017725473620352605,3,5
131072,identity,0.028020795434713336,0.001934340299401508,3,5
256,broadcast,0.17699484278758362,0.10294083928316215,3,5
8192,broadcast,0.057372891344130005,0.07009934154156706,3,5
16384,broadcast,0.026301191498835832,0.014973032176068258,3,5
24576,broadcast,0.0240268801959852,0.01569430459065272,3,5
32768,broadcast,0.030746800824999768,0.012723577845533553,3,5
40960,broadcast,0.03340148491164043,0.010611676326627168,3,5
49152,broadcast,0.0303585026413202,0.008975216252451646,3,5
57344,broadcast,0.029365304857492402,0.0066327740255156245,3,5
65536,broadcast,0.028675881524880698,0.005344583823241975,3,5
73728,broadcast,0.02563025491933023,0.008634337894444604,3,5
81920,broadcast,0.021570306271314604,0.01041889291930562,3,5
90112,broadcast,0.0180888385511934,0.012539070814348711,3,5
98304,broadcast,0.020886163227260068,0.007618568012470985,3,5
106496,broadcast,0.017671483879287967,0.010705098559583164,3,5
114688,broadcast,0.018326571987320902,0.010446393237117923,3,5
122880,broadcast,0.018212988507002533,0.010903778960132195,3,5
131072,broadcast,0.018791471918423935,0.008881010872754877,3,5
256,gated,0.18233854571978247,0.10213406613879605,3,5
8192,gated,0.05408425504962597,0.060661422651773746,3,5
16384,gated,0.0278517374147971,0.015646528405503717,3,5
24576,gated,0.027032881043851334,0.015719496229351784,3,5
32768,gated,0.031932821497321094,0.007949145225654737,3,5
40960,gated,0.0356573058913151,0.007101570492584171,3,5
49152,gated,0.03651842785378293,0.00988875541505239,3,5
57344,gated,0.03527957573533053,0.01034321798294024,3,5
65536,gated,0.03391921333968633,0.012159047579411613,3,5
73728,gated,0.03260904302199677,0.01224272577758668,3,5
81920,gated,0.03447392520805197,0.01521085410785929,3,5
90112,gated,0.03365242481231683,0.017073474539040706,3,5
98304,gated,0.03360487769047416,0.017073595910291513,3,5
106496,gated,0.030643781026204367,0.014288158368119731,3,5
114688,gated,0.030944909279545102,0.014607312476762762,3,5
122880,gated,0.031061134611566833,0.013412120719808391,3,5
131072,gated,0.03232375967005883,0.015242213670425893,3,5
256,attention,0.11726839095354076,0.011346573346738935,3,5
8192,attention,0.06730484807242944,0.08773161271640012,3,5
16384,attention,0.027365706861019096,0.014784928411951587,3,5
24576,attention,0.023707262085129768,0.017055047008168192,3,5
32768,attention,0.0277645699679851,0.008512443013441307,3,5
40960,attention,0.026140063380201597,0.008191106407467699,3,5
49152,attention,0.023548773800333298,0.0061086534631883925,3,5
57344,attention,0.023786506305138233,0.0064140067142286145,3,5
65536,attention,0.024206499879558835,0.0073702941159344655,3,5
73728,attention,0.02482724748551837,0.0066904132484721076,3,5
81920,attention,0.027130616207917468,0.010465084177346663,3,5
90112,attention,0.024180085087815866,0.00445780269663594,3,5
98304,attention,0.0230178348720073,0.0036673038006787857,3,5
106496,attention,0.022095960875352167,0.004261556502321234,3,5
114688,attention,0.021094840640823,0.004950957448741854,3,5
122880,attention,0.021110689888397798,0.0064869646336555425,3,5
131072,attention,0.0202046626557906,0.007396236395767145,3,5
256,graph,0.17097227523724234,0.09524795393644671,3,5
8192,graph,0.062114343047141966,0.07853627953660967,3,5
16384,graph,0.02647288795560593,0.014566432860750581,3,5
24576,graph,0.027122693136334367,0.01106503224567613,3,5
32768,graph,0.026214023431142135,0.008009123717472309,3,5
40960,graph,0.026863827680548,0.005059977433845419,3,5
49152,graph,0.02855701496203733,0.005234664024726365,3,5
57344,graph,0.0690878455837567,0.07121159111119967,3,5
65536,graph,0.03760935862859086,0.015973211248245477,3,5
73728,graph,0.028916254639625497,0.005167624131005686,3,5
81920,graph,0.03414638154208654,0.018680836202796026,3,5
90112,graph,0.033269410952925633,0.010119566854512728,3,5
98304,graph,0.02767740314205483,0.0075191209645776216,3,5
106496,graph,0.026694772144158635,0.006495532401571195,3,5
114688,graph,0.025482334196567497,0.005510537883335045,3,5
122880,graph,0.024298953513304338,0.00845998416422822,3,5
131072,graph,0.023852542042732166,0.008732887409470197,3,5
