frames,method,mean,std,completed_seeds,expected_seeds
276000,graph,0.16802534691492713,0.04815960739558414,5,5
288000,graph,0.18667411361138023,0.06653723267380296,5,5
300000,graph,0.1915950562953949,0.08060950253732031,5,5
312000,graph,0.2164160529176394,0.09659690013302136,5,5
324000,graph,0.2201801039377848,0.10192282911183775,5,5
336000,graph,0.2229752941528956,0.10885091877846755,5,5
348000,graph,0.23889534991979594,0.12372600235835877,5,5
360000,graph,0.24597132056951523,0.12090110743353634,5,5
372000,graph,0.2662781204382578,0.14075842730623944,5,5
384000,graph,0.27025524179140725,0.15211042114819112,5,5
396000,graph,0.2752758161624272,0.16618973145310317,5,5
408000,graph,0.28909861854712166,0.16534357690614068,5,5
420000,graph,0.30953236337502793,0.19032917218918935,5,5
432000,graph,0.31049831644694004,0.19548207822137992,5,5
444000,graph,0.3268385071754455,0.22632523856005674,5,5
456000,graph,0.32374270872275035,0.21804805305279926,5,5
468000,graph,0.3402012617588043,0.23540691743595446,5,5
480000,graph,0.3592115163604418,0.25070475156784783,5,5
492000,graph,0.3667741128404935,0.26488842188087347,5,5
504000,graph,0.36530079839626944,0.26921410604687807,5,5
516000,graph,0.3688929433226585,0.2811188822015494,5,5
528000,graph,0.3889500220219294,0.2976106796113814,5,5
540000,graph,0.3859819009105364,0.30983130211265764,5,5
552000,graph,0.39958004401127495,0.3237950134417424,5,5
564000,graph,0.40158793203035986,0.3085185326950888,5,5
576000,graph,0.3972743353843689,0.29889883551183205,5,5
588000,graph,0.4078654117186864,0.31283070566647286,5,5
600000,graph,0.4161451110243797,0.32794164366916484,5,5
