frames,method,mean,std,completed_seeds,expected_seeds
6000,identity,1.3292812500000002,0.1109162391598949,5,5
12000,identity,1.281875,0.15112840541034964,5,5
24000,identity,1.3603750000000001,0.06206849086769992,5,5
36000,identity,1.4882812499999998,0.06159550590470257,5,5
48000,identity,1.40059375,0.10931898119008203,5,5
60000,identity,1.342625,0.09201781258012626,5,5
72000,identity,1.379375,0.1346137504729968,5,5
84000,identity,1.4544687499999998,0.08482544692079433,5,5
96000,identity,1.4451875,0.11025978069215106,5,5
108000,identity,1.3786562500000001,0.06195067184613496,5,5
120000,identity,1.33753125,0.09611822604951806,5,5
132000,identity,1.312,0.037432295652450966,5,5
144000,identity,1.32459375,0.108527554014954,5,5
156000,identity,1.2699687499999999,0.06144673045487244,5,5
168000,identity,1.26153125,0.095486994471924,5,5
180000,identity,1.172625,0.11626556095449116,5,5
192000,identity,1.22453125,0.05627072100985328,5,5
204000,identity,1.2407187499999999,0.06977289470802757,5,5
216000,identity,1.1842812500000002,0.06895261337052422,5,5
228000,identity,1.2121250000000001,0.122605114738971,5,5
240000,identity,1.19875,0.0790157810335616,5,5
252000,identity,1.22071875,0.14672472365368427,5,5
264000,identity,1.1924687500000002,0.17793892419082316,5,5
276000,identity,1.1248125000000002,0.1561916453531526,5,5
288000,identity,1.1825625,0.16230959397668088,5,5
300000,identity,1.2235624999999999,0.19996842402106574,5,5
312000,identity,1.1833437500000001,0.22277843686854829,5,5
324000,identity,1.2451875,0.12411657551030905,5,5
336000,identity,1.24990625,0.1611945610851604,5,5
348000,identity,1.2218437500000001,0.11003941055367393,5,5
360000,identity,1.2276250000000002,0.10278378683400166,5,5
372000,identity,1.2313750000000003,0.1682049719766222,5,5
384000,identity,1.1370624999999999,0.14300009902203736,5,5
396000,identity,1.21953125,0.1316771323635961,5,5
408000,identity,1.21315625,0.16222345007398353,5,5
420000,identity,1.1199999999999999,0.17315207369535027,5,5
432000,identity,1.07496875,0.1523001700487396,5,5
444000,identity,1.1924687500000002,0.08914876578734138,5,5
456000,identity,1.14,0.16652475240654915,5,5
468000,identity,1.08696875,0.1253374643930088,5,5
480000,identity,1.0987500000000001,0.16292361401560623,5,5
492000,identity,1.1587500000000002,0.25755425039111907,5,5
504000,identity,1.07771875,0.13976702678866626,5,5
516000,identity,1.045875,0.12238527990849736,5,5
528000,identity,1.0137812499999999,0.1947289532513719,5,5
540000,identity,0.9829687500000001,0.04195276128799513,5,5
552000,identity,0.946875,0.13354476441089894,5,5
564000,identity,0.98128125,0.15381923301496633,5,5
576000,identity,1.0277499999999997,0.14210151933345047,5,5
588000,identity,1.0683125,0.1030104358904657,5,5
600000,identity,0.9545312499999999,0.11869056900982064,5,5
6000,broadcast,1.31165625,0.07419066902982982,5,5
12000,broadcast,1.3333125000000001,0.08816816595734113,5,5
24000,broadcast,1.3428437499999997,0.0938408023804478,5,5
36000,broadcast,1.44571875,0.08029362010575614,5,5
48000,broadcast,1.4259062500000002,0.057914015601795404,5,5
60000,broadcast,1.39871875,0.10553686457895296,5,5
72000,broadcast,1.44190625,0.15260684013585366,5,5
84000,broadcast,1.4917500000000001,0.036356658820978015,5,5
96000,broadcast,1.44834375,0.0795252330729845,5,5
108000,broadcast,1.3967812499999999,0.2116557966830373,5,5
120000,broadcast,1.3504687499999999,0.09599187943763131,5,5
132000,broadcast,1.3104375000000001,0.10653542773782464,5,5
144000,broadcast,1.31740625,0.07109689210089466,5,5
156000,broadcast,1.2886250000000001,0.062046145094548366,5,5
168000,broadcast,1.34715625,0.0746867971985762,5,5
180000,broadcast,1.3106250000000002,0.1308964266575629,5,5
192000,broadcast,1.3074375,0.14775995035762396,5,5
204000,broadcast,1.3018125,0.18627131930206345,5,5
216000,broadcast,1.23703125,0.11730697035116354,5,5
228000,broadcast,1.32578125,0.13183653356346733,5,5
240000,broadcast,1.272875,0.18017154911188116,5,5
252000,broadcast,1.2606875,0.07226647803550586,5,5
264000,broadcast,1.23059375,0.11513968037168486,5,5
276000,broadcast,1.20303125,0.14339684030198765,5,5
288000,broadcast,1.1330000000000002,0.17182767104036603,5,5
300000,broadcast,1.2333124999999998,0.15696700333738536,5,5
312000,broadcast,1.1417187500000001,0.20464455656393601,5,5
324000,broadcast,1.1628125,0.25723939615384295,5,5
336000,broadcast,1.15109375,0.27969151533430536,5,5
348000,broadcast,1.06928125,0.22437996708464472,5,5
360000,broadcast,1.0543125,0.2688994996610606,5,5
372000,broadcast,1.04659375,0.2439550019342706,5,5
384000,broadcast,0.92446875,0.2728951898952577,5,5
396000,broadcast,0.9656249999999998,0.3312111931867452,5,5
408000,broadcast,0.9603125,0.3830674533657551,5,5
420000,broadcast,0.8696250000000001,0.3734352379638603,5,5
432000,broadcast,0.8680937500000001,0.39534211845564843,5,5
444000,broadcast,0.8468125000000001,0.31059082039693925,5,5
456000,broadcast,0.8631874999999999,0.27864213247152925,5,5
468000,broadcast,0.83525,0.33982477676921974,5,5
480000,broadcast,0.86196875,0.3102200146984898,5,5
492000,broadcast,0.8326874999999999,0.2869556965410231,5,5
504000,broadcast,0.8052187499999999,0.3339528877701165,5,5
516000,broadcast,0.83753125,0.2834897665770429,5,5
528000,broadcast,0.7927187499999999,0.33863747121968424,5,5
540000,broadcast,0.7750625,0.2685913548831547,5,5
552000,broadcast,0.7185,0.2519440671821451,5,5
564000,broadcast,0.81034375,0.2779951066059887,5,5
